Edition,Publisher,Base/Expansion,Deck,Number,Type,Player(s),Name,Cost,VPs,Prerequisites,Passing Left,Card Category (Revised only),Text
Original,Z-Man,Base,I,74,Minor Improvement,,Grain Cart,2 Wood,,2 Occupations,,,"Whenever you use the ""Take 1 Grain"" Action space, you receive 2 additional Grain."
Original,Z-Man,Base,I,75,Minor Improvement,,Hand Mill,1 Stone,,,,,"During the Feeding phase of the Harvest, you can use the Hand Mill to turn either 1 Grain into 2 Food or 2 Grain into 4 Food."
Original,Z-Man,Base,I,76,Minor Improvement,,Rake,1 Wood,,,,,"At the end of the game, you receive 2 Bonus points if you have at least 5 fields. If you have played the Harrow, Punner, Yoke or a Plow, you require at least 6 fields."
Original,Z-Man,Base,I,77,Minor Improvement,,Shepherd's Crook,1 Wood,,,,,"Whenever you Fence a new pasture that covers at least 4 farmyard spaces, take 2 Sheep and place them in the new pasture."
Original,Z-Man,Base,I,78,Minor Improvement,,Copse,2 Wood,1,1 Occupation,,,"When you Sow, you can plant up to 2 Wood on this card as shown. The Wood is treated the same as sown Grain and is harvested during the Field phase. (This card does not count as a Field when scoring.)"
Original,Z-Man,Base,I,79,Minor Improvement,,Wood Cart,3 Wood,,3 Occupations,,,"Whenever you use a person to take Wood that is on an Action space, you receive 2 additional Wood."
Original,Z-Man,Base,I,80,Minor Improvement,,Spinney,1 Wood,1,3 Occupations,,,"Whenever another player uses the ""3 Wood"" Action space, s/he must give you one of the Wood. (This does not apply to the ""4 Wood"" Action space in the 5-player game.)"
Original,Z-Man,Base,I,81,Minor Improvement,,Wooden Hut Extension,"1 Reed,5 Wood",,,X,,"When you play this card, immediately extend your Wooden hut by 1 room. (The room does not cost anything, but you must pay the cost shown to play this card.)"
Original,Z-Man,Base,I,82,Minor Improvement,,Wooden Crane,3 Wood,1,,,,"Whenever you use one of the ""Stone"" Action spaces that are placed in Stage 2 and 4, you receive 1 additional Stone. If you pay 1 Food, you can take 2 Stone instead of 1."
Original,Z-Man,Base,I,83,Minor Improvement,,Wooden Path,1 Wood,,,,,The player with the most valuable street receives 2 Bonus points when scoring. (The Paved Road that costs 5 Stone is more valuable than the Clay Path that costs 3 Clay which is more valuable that this Wooden Path.)
Original,Z-Man,Base,I,84,Minor Improvement,,Chicken Coop,"2 Wood/2 Clay,1 Reed",1,,,,"Place 1 Food each on the next 8 remaining Round spaces. At the start of these rounds, you receive the Food."
Original,Z-Man,Base,I,85,Minor Improvement,,Cooking Corner,,3,Return Cooking Hearth,,,"At any time, you may convert goods to Food as follows: Vegetables: 4 Food Sheep: 2 Food Wild boar: 3 Food Cattle: 4 Food Whenever you use the ""Bake bread"" action, you may convert: Grain: 3 Food."
Original,Z-Man,Base,I,86,Minor Improvement,,Corn Storehouse,"2 Wood/2 Clay,2 Reed",1,,,,"Whenever you have empty Fields after the Field phase of the Harvest, you can Sow Grain in them immediately. Place 1 fewer Grain from the Supply on these fields."
Original,Z-Man,Base,I,87,Minor Improvement,,Flagon,1 Clay,,,,,"Whenever the Well is built or upgraded to a Village Well, you receive 4 Food, and the other players receive 1 Food each. (If the Well has already been built, everyone receives the Food when the Flagon is played.)"
Original,Z-Man,Base,I,88,Minor Improvement,,Lasso,1 Reed,,,,,"You can place exactly two people immediately after one another, if at least one of them uses a ""Wild boar"", ""Cattle"" or ""Sheep"" Action space. (This does not apply to the ""Either 1 Sheep and 1 Food or 1 Wild boar..."" Action space from the 5-player game.)"
Original,Z-Man,Base,I,89,Minor Improvement,,Clay Path,3 Clay,1,,,,The player with the most valuable street receives 2 Bonus points when scoring. (The Paved Road that cost 5 Stone is more valuable than this Clay Path which is more valuable than the Wooden Path that costs 1 Wood.)
Original,Z-Man,Base,I,90,Minor Improvement,,Planter Box,,,2 Occupations,,,"Whenever you Sow, each of the fields you Sow that is orthogonally adjacent to a room in your home gets an additional 2 Grain or 1 Vegetable."
Original,Z-Man,Base,I,91,Minor Improvement,,Ladder,2 Wood,,,,,"You need 1 less Reed to extend or renovate your home or to build the Water Mill, Half-timbered House, Chicken Coop, Holiday Home, Mansion or Corn Storehouse."
Original,Z-Man,Base,I,92,Minor Improvement,,Manure,,,2 Animals,,,"At the end of each round that does not end with a Harvest, you can (optionally) take 1 Grain or Vegetable from each of your fields and place it in your personal supply."
Original,Z-Man,Base,I,93,Minor Improvement,,Milking Shed,"2 Clay,3 Stone",2,,,,"In each Harvest, at the beginning of the Field phase, count the total number of Sheep and Cattle in all players' farms. You receive 1 Food for each fifth Sheep and for each third Cattle."
Original,Z-Man,Base,I,94,Minor Improvement,,Paved Road,5 Stone,2,,,,The player with the most valuable street receives 2 Bonus points when scoring. (This Paved Road is more valuable than the Clay Path that costs 3 Clay which is more valuable than the Wooden Path that costs 1 Wood.)
Original,Z-Man,Base,I,95,Minor Improvement,,Fish Trap,1 Wood,,,,,"Whenever you use the ""Fishing"" Action space or receive Reed from an Action space that provides Reed, you receive 1 additional Food."
Original,Z-Man,Base,I,96,Minor Improvement,,Reed Exchange,2 Wood/2 Clay,,,X,,"When you play this card, you receive 2 Reed."
Original,Z-Man,Base,I,97,Minor Improvement,,Slaughterhouse,"2 Clay,2 Stone",2,,,,"Whenever another player turns 1 or more animals into Food, you receive 1 Food from the supply. During the Feeding phase of the Harvest, you are the last player to take a turn (so you can benefit if others players slaughter.)(If you slaughter, you receive no advantage.)"
Original,Z-Man,Base,I,98,Minor Improvement,,Schnaps Distillery,"1 Vegetable,2 Stone",2,,,,"During the Feeding phase of the Harvest, you can use the Schnaps Distillery to convert at most 1 Vegetable into 4 Food. At the end of the game, you receive 1 Bonus point each for your 5th and 6th Vegetables."
Original,Z-Man,Base,I,99,Minor Improvement,,Straw-thatched Roof,,1,3 Grain fields,,,You no longer need Reed when you extend or renovate your home.
Original,Z-Man,Base,I,100,Minor Improvement,,Tavern,"2 Wood,2 Stone",2,,,,"The Tavern is an additional Action space. Whenever another player uses it, s/he receives 3 Food. Whenever you use it, you can choose either to take 3 Food or to score 2 Bonus points. (If another player uses the Tavern, you do not receive anything from it.)"
Original,Z-Man,Base,I,101,Minor Improvement,,Animal Feed,,,4 planted fields,,,"Immediately before scoring, you receive 1 additional animal of each type that you already have, if you have space in your pastures. (This does not apply to the House Goat and the Horse.)"
Original,Z-Man,Base,I,102,Minor Improvement,,Wildlife Reserve,2 Wood,1,2 Occupations,,,"This card can hold up to 1 Sheep, 1 Wild boar and 1 Cattle. (This card does not count as a pasture when scoring.)"
Original,Z-Man,Base,I,103,Minor Improvement,,Water Mill,"1 Wood,2 Clay,1 Reed,2 Stone",2,,,,"After the Field phase of a Harvest, each player can use the Water Mill to convert up to 1 Grain to 3 Food. Each player that uses the Water Mill must give you 1 of the Food."
Original,Z-Man,Base,I,104,Minor Improvement,,Weekly Market,3 Grain,,,X,,"When you play this card, you receive 2 Vegetables."
Original,Z-Man,Base,I,219,Occupation,1+,Fieldsman,,,,,,"Whenever you Sow 1 field, place 2 extra goods from the supply on it. Whenever you Sow 2 fields, place 1 extra good from the supply on each. (If you Sow three or more fields, there is no advantage.)"
Original,Z-Man,Base,I,220,Occupation,1+,Well Builder,,,,,,"For you, the Well is not a Major but a Minor Improvement and costs only 1 Stone and 1 Wood to build."
Original,Z-Man,Base,I,221,Occupation,3+,Village Elder,,,,,,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 Wood. At the end of the game, all players with the most played Improvements receive 3 Bonus points each."
Original,Z-Man,Base,I,222,Occupation,4+,Social Climber,,,,,,"Whenever you are the first player to renovate to a Clay hut or a Stone house, you receive 3 Stone. If you are the second, you receive 2 Stone, the third, you receive 1 Stone. (This is not given for renovations performed before you played this card.)"
Original,Z-Man,Base,I,223,Occupation,3+,Harvest Helper,,,,,,"At the start of the Feeding phase in each Harvest, you can take 1 Grain from 1 field belonging to another player. That player receives 2 Food from the supply."
Original,Z-Man,Base,I,224,Occupation,3+,Field Worker,,,,,,"Whenever another player Sows one or more fields, you receive 1 Grain in a 3-player game or 1 Food in a 4 or 5 player game."
Original,Z-Man,Base,I,225,Occupation,1+,Field Watchman,,,,,,"Whenever you use the ""Take 1 Grain"" Action space, you can also Plow up to 1 field."
Original,Z-Man,Base,I,226,Occupation,1+,Gardener,,,,,,Take Vegetables from the supply and not your Vegetable field whenever you harvest them—you keep the Vegetables on the fields.
Original,Z-Man,Base,I,227,Occupation,1+,Church Warden,,,,,,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 Wood. At the end of the game, any player who performed actions with at least 5 people in Round 14 receives 3 Bonus points. (A Guest is counted.)"
Original,Z-Man,Base,I,228,Occupation,3+,Businessman,,,,,,"Whenever you use the ""Starting Player"" Action space, you can play an additional Minor Improvement or a Major Improvement after you play the Minor Improvement."
Original,Z-Man,Base,I,229,Occupation,4+,Sycophant,,,,,,"Any other player that uses the ""Take 1 Grain"" Action space must first pay you 1 Food. In addition, you receive 1 Food from the supply, even when you take the Grain yourself."
Original,Z-Man,Base,I,230,Occupation,4+,Clay Digger,,,,,,"Include the ""1 Clay"" Action card from the 3-player game as an additional Clay pit. Immediately place 3 Clay on this card and add 1 Clay at the start of each round. Any player who uses this action must pay you 3 Food."
Original,Z-Man,Base,I,231,Occupation,1+,Manservant,,,,,,"When you build a Stone house, place 3 Food on each remaining Round space. At the start of these rounds, you receive the Food. (If you already have a Stone house when you play this card, place the Food immediately.)"
Original,Z-Man,Base,I,232,Occupation,4+,Midwife,,,,,,"Whenever another player has a larger family than you after s/he has offspring, you receive 1 Food. If s/he has at least 2 more Family members that you, you receive 2 Food. (The Food is taken from the supply, not from the other player.)"
Original,Z-Man,Base,I,233,Occupation,1+,Farm Steward,,,,,,"Once you live in a Clay hut or Stone house, play your next ""Family growth"" action as ""Family growth even without room."" (Similar to the Round card from Stage 5. All future Family growth is carried out as normal.)(If you use the Stage 2 Family growth space to take this action, you can still play a Minor Improvement afterwards.)"
Original,Z-Man,Base,I,234,Occupation,3+,Wood Buyer,,,,,,"Whenever another player receives Wood from an action, you can buy 1 Wood from him/her for 1 Food (even without his/her agreement.)"
Original,Z-Man,Base,I,235,Occupation,1+,Wood Collector,,,,,,"Place 1 Wood on each of the next 5 Round spaces. At the start of these rounds, you receive the Wood."
Original,Z-Man,Base,I,236,Occupation,3+,Hide Farmer,,,,,,"At the end of the game, you can pay 1 Food each for any number of unused fields. These do not lose you points in the scoring."
Original,Z-Man,Base,I,237,Occupation,4+,Juggler,,,,,,"Whenever you use the ""Traveling Player"" action on an Action space, you can choose to take twice as much Food as is on the card. If you do this, you must give one Food each to the Magician, Conjurer, Street Musician, Puppeteer, Acrobat, Dancer, Animal Trainer and Storyteller."
Original,Z-Man,Base,I,238,Occupation,1+,Chamberlain,,,,,,"At the start of Round 11 (or immediately, if you play this card after the start of Round 11), turn over the Round cards for the remaining rounds. You (and only you) can use these actions immediately; the other players must wait until the appropriate round."
Original,Z-Man,Base,I,239,Occupation,4+,Corn Profiteer,,,,,,"You can convert 1 Grain to 3 Food at any time. Any other player can stop this by paying you 2 Food to buy the Grain for themself. If more than one player offers, you choose one of them."
Original,Z-Man,Base,I,240,Occupation,3+,Cowherd,,,,,,"Whenever you use the ""Take 1 Cattle"" Action space, you receive 1 additional Cattle from the supply. (The ""Take 1 Cattle"" Action is added in Stage 4.)"
Original,Z-Man,Base,I,241,Occupation,1+,Clay Plasterer,,,,,,Renovating you Wooden hut to a Clay hut costs you only 1 Clay and 1 Reed. Each room of you Clay hut costs you 3 Clay and 2 Reed.
Original,Z-Man,Base,I,242,Occupation,1+,Clay Hut Builder,,,,,,"Once you live in a Clay hut, place 2 Clay on each of the next 5 Round spaces. At the start of these rounds, you receive the Clay. (If you already live in a Clay hut or a Stone house when you play this card, place the Clay on the Round spaces immediately.)"
Original,Z-Man,Base,I,243,Occupation,1+,Bricklayer,,,,,,Pay 1 less Clay for each Improvement and Renovation. Pay 2 less Clay for each Room.
Original,Z-Man,Base,I,244,Occupation,1+,Layabout,,,,,,"Once you have played this card, you may not take part in the next Harvest. (You also do not need to feed your family during that Harvest.)"
Original,Z-Man,Base,I,245,Occupation,3+,Market Crier,,,,,,"Whenever you use the ""Take 1 Grain"" Action, you can take an additional 1 Grain and 1 Vegetable. If you do this, the other players each receive 1 Grain from the supply."
Original,Z-Man,Base,I,246,Occupation,4+,Milking Hand,,,,,,"In the Field phase of the Harvest, you receive 1/2/3 Food for having at least 1/3/5 Cattle, without having to give up the Cattle. At the end of the game, you receive 1 Bonus point for every 2 Cattle."
Original,Z-Man,Base,I,247,Occupation,1+,Butcher,,,,,,"You can change your animals into Food at any time (even without an Improvement with the cooking symbol) Take 1 Food for each Sheep, 2 for each Wild boar and 3 for each Cattle."
Original,Z-Man,Base,I,248,Occupation,1+,Net Fisherman,,,,,,"If one of your people uses an Action space that provides Reed, you can take all the Food markers from the ""Fishing"" space in the Returning home phase. (Phase 4)."
Original,Z-Man,Base,I,249,Occupation,4+,Puppeteer,,,,,,"Whenever another player chooses the ""Traveling Players"" action on an Action space, you can pay 1 Food to play an Occupation."
Original,Z-Man,Base,I,250,Occupation,4+,Sheep Whisperer,,,,,,"Add 4,7,9 and 11 to the current round and place 1 Sheep on each corresponding Round space. At the start of these rounds, you receive the Sheep."
Original,Z-Man,Base,I,251,Occupation,4+,Reed Buyer,,,,,,"Whenever Reed is taken for the first time in a round, you may give the player who takes it 1 Food in exchange for 1 of the Reed. The other player receives an additional 1 Food from the supply as compensation. (The other player cannot refuse this exchange.)(If you are the first person to take Reed in a round, you do not get any advantage from the Reed Buyer.)"
